
param n = 343;
param RiskLevel = 0.0005;

set STOCKS := r_efax	r_fnilx	r_usrt	r_tsla	r_mtr;

param Returns:	r_efax	r_fnilx	r_usrt	r_tsla	r_mtr :=
25	-0.00640868802009355	-0.0051370383926256	-0.00124644039402564	-0.00118837449050271	-0.012129293813646
26	0.0052070223531598	0.00774521505048485	0.0115884753225056	0.0310265019453594	-0.00409273998364655
27	0.00274797856226387	0.0017078729780278	0.000176287412111434	0.00401935750997077	0.00410955934147858
28	0.00315146408222545	0.00682018968771241	0.00352426262481548	-0.00915580164718477	-0.023192475488861
29	-0.00887860414325291	-0.00169349744809643	0.00702371666694541	0.0478437770263294	-0.00139649368262148
30	-0.00192929534996818	0.00254451243930425	0.0113338718415467	-0.00493784816658241	0.00279718256267579
31	-0.00566145028006022	-0.00253805432849377	-0.000172331777765644	0.0729597403777309	-0.0167364252161466
32	0.00388840116840246	0.00508911074034098	-0.0150026823181952	0.068755833418516	-0.0141844419102711
33	-0.00385946834623152	-0.00337556188531536	0.0145309152121322	-0.0196310856411813	0.017266212535236
34	-0.00695728503094512	-0.0110075191218122	0.00396885102773798	0.00176778662083396	0.0141443164782581
35	-0.034204918754217	-0.0333905328761878	-0.0137504529688527	-0.0745949013528563	-0.0557880359627192
36	-0.0176359584081591	-0.030115096668864	-0.0299755272091836	-0.0406337396858618	-0.0590842290582504
37	0.000604281539741117	-0.00365300535359322	-0.00934256589228953	-0.0263904697525494	-0.0125587799652577
38	-0.0278549215480356	-0.0439963207966202	-0.0545881887729406	-0.128145818186499	-0.0367046799922442
39	-0.011000840369639	-0.00862889770818112	-0.0239785168246142	-0.0162149922780194	-0.006655682272735
40	0.00749202291285588	0.0464215486870569	0.0373426385554893	0.11322019197487	0.0301508176795883
41	0.000881924971877399	-0.0277263436425211	-0.00416810162978859	0.00254166108053616	-0.0227641817957951
42	0.0292325619841799	0.0418250405405042	0.0369101273348937	0.00535196693029045	-0.00998343804701093
43	-0.0265421205922328	-0.0328466826302506	-0.0227522303296341	-0.033302129418364	-0.0302519915763684
44	-0.0159229857246418	-0.0169811145970009	-0.017461567659191	-0.0290667585962556	-0.0207972088532133
45	-0.0695297614140058	-0.0758157837162299	-0.0787311834372055	-0.135725259678493	-0.065486833660762
46	0.0310527872623878	0.0488058423416293	0.0408629347412852	0.061397994430888	0.0246211767888292
47	-0.0463409378775855	-0.0495049554568659	-0.0653646604560446	-0.0172004486325034	-0.0240295412066264
48	-0.101413153622278	-0.0947917399317093	-0.105330530974199	-0.116172365575798	0.0946970580279273
49	0.0500843296528976	0.0920598560539625	0.0867493760415265	-0.0248506286250055	0.138408422433906
50	-0.108742969159495	-0.121180103684424	-0.191447382557176	-0.185778031880777	-0.176291831704358
51	0.0650911603914383	0.0599520427354939	0.0547870905962015	-0.0334104635225919	-0.0959409978301455
52	-0.0678826237920724	-0.0531674473704854	-0.102854292495757	-0.160344000925802	-0.18367341383307
53	0.0215855541934537	0.00716853204196317	0.010891426228432	0.183876812584707	0.0374999006011898
54	-0.016982618498615	-0.0427046994106629	-0.0430960582123505	-0.00025726078009555	0.0698796032663571
55	0.0010045368033899	-0.0272614900296894	-0.041185192678585	0.015811814930361	-0.117117162919303
56	0.0708407754197655	0.092993616774064	0.0914708691665829	0.162817445420861	0.0280612218188975
57	0.0352698563479013	0.0116550133051491	0.0580477565611807	0.0678217623762376	0.650124055579955
58	0.0427935017027855	0.063364064167381	0.0625849475882263	-0.0205655451194353	0.0631579174748437
59	-0.0327743285960146	-0.0335860927275795	0.0063742050670743	-0.0261284638697189	-0.0763790716098877
60	0.0212139577125532	0.033632290048995	0.0111476622072938	-0.0237771108994263	-0.213483144301921
61	-0.0157293226349537	-0.0162690917012119	-0.0185417823221731	0.0435544567077912	-0.0396825602945851
62	-0.0398536139126722	-0.0441014421565347	-0.0717385208770969	-0.0809924308876213	-0.0185950825851752
63	0.0162720461176369	0.0230680555978809	-0.00935090433250171	-0.0562546642684053	-0.0610526989647763
64	-0.0187380742947207	-0.0157835889159027	-0.0183230946413589	0.0561973526150467	0.00448446589952442
65	0.0552551243816606	0.0710196303480084	0.0834276206361591	0.0754776158358953	0.138392633395642
66	0.0036757343918384	-0.00213905931843079	0.0135734729436051	0.0565821608497776	-0.00196065734043177
67	0.00779997260051032	0.0342979897241332	0.0628378736507913	0.00621507035347225	-0.0392927529970583
68	0.0212446162615541	0.0145078155036557	0.0620306647102115	0.0440201159540142	0.075664655784098
69	-0.0104697471183321	-0.00919309606819529	-0.042893002489012	0.136038431693515	0.017110304371421
70	0.0214377444023655	0.030927838279232	0.0274135837976612	0.0905445488817182	0.00934575217891268
71	-0.0303138134028215	-0.0209999616334589	-0.0431554149982742	0.0280889016908727	0.179629720787725
72	0.00401455599176863	0.00612866177717953	-0.0186712725566114	0.0210734276254726	-0.0894819818609401
73	0.0250864924543919	0.0274111908843199	0.035581889723696	0.011647675946822	-0.048276026091452
74	-0.0146529870749107	-0.0177866427126702	-0.0403244703727096	-0.00998817466739166	-0.10869554510935
75	-0.0172289223596699	-0.0311870870814597	-0.0159124566968216	-0.0799078779695882	-0.038617836679956
76	0.0153067851856718	0.0238836787696031	0.00884287139705759	0.0660968327453765	0.00422826815347529
77	-0.00508853550074042	-0.00101415786140192	-0.00776353638137706	-0.0361693605367233	0.0378948225247487
78	0.0112693815568682	0.0142131377667295	0.00681461785447166	0.0276631648764782	0.0162271477999412
79	0.0168529723250071	0.0150151187817424	0.0378541423801822	0.10149624975175	-0.00199587841360323
80	0.00628890163921276	-0.00591722001773646	0.0166665351445286	-0.0370954303599374	0.0799998308437494
81	0.0226024241229213	0.0267857375992551	0.0258969701482483	0.0408128757276863	0.0665180209610582
82	-0.0183343771433198	-0.00966183669379431	-0.0169059153913021	-0.0232726504580627	0
83	-0.0229829519331814	-0.0282927252258414	-0.0346290689284664	-0.103033702606308	-0.0365853530611924
84	0.000546689050242415	0.00502008103560525	-0.00756459279063568	0.0853675805414032	-0.0361663262298915
85	0.00307330213967971	0.00999001140441355	0.00245872312783774	0.00922234222364715	-0.0600376068176524
86	-0.00658740323944337	-0.0069238587808767	-0.0196221983256562	0.0187058749392207	0.0019960359707115
87	0.0145985912561381	0.0129481890946402	0.0180134985467137	-0.00324573833043001	0.0717131513925426
88	0.0151146941787739	0.0167159533166883	0.025067576778116	0.0504846366977242	0.0873605112388422
89	0.0021793441327715	0.000967078884285898	-0.019180054492708	-0.00992169443164026	0
90	-0.0115039516809499	-0.0202898179338844	-0.0498656450492471	-0.00231724789698498	-0.0222221917256932
91	-0.0110333804700801	-0.0177515602199009	-0.0249548484949158	-0.0227943990611828	0.0104896577132931
92	-0.00713195053340632	0.012048214812959	0.00501313338375765	0.0156392168021188	-0.0294118259836901
93	0.00153925299048798	0.00396829461750461	-0.00498812723658549	-0.00517844472383699	0.0160426468265404
94	0.030737711836253	0.0306323735062929	0.065435291555137	0.0180937597757674	-0.0368420959969859
95	-0.0108681572743811	-0.00958772882520624	-0.00891517160808867	-0.00690727366133599	0.111111212662054
96	0.0200490005507168	0.0164568451252236	0.00999491214088555	0.0093439125337585	0.0245901787675215
97	-0.0109029705533684	-0.00666659082376767	0.00123700349537934	0.0147628868507529	0.00800011175269005
98	-0.00214153697941361	0.0028763962935679	0.00593028099949653	-0.0129530990103167	0.0682537991032935
99	0.0290310591729168	0.0114721015762805	0.042987012812762	0.00243606761670953	0.0252600855517404
100	0.0122548929958816	0.0141777924276732	0.0164859997281502	0.00166084358126641	-0.0101449237421815
101	0.0120905126365834	-0.00186395197821187	0.000231837837205397	-0.0175804464119685	-0.0464296209227152
102	-0.00332974037140451	0.00653587296126145	-0.0136668824876096	0.03622440085955	-0.0523882896764252
103	0.0201436646318383	0.00371061346824793	0.0241897021125585	0.0755688323353293	0.0243902439024389
104	0.00966124898269445	0.00831796858415178	0.00779635104784939	-0.0184166523331659	-0.0333333333333333
105	0.0235180689249546	0.0128323027598757	0.0373151759686461	0.00158808819792389	-0.00656814449917899
106	-0.00484137019223792	-0.00361985486684182	-0.00416753143614595	-0.0210427884910639	0.0975206611570248
107	0.0165011370794708	0.0254313165782129	0.0440527847344074	0.0246187835654951	-0.0391566265060241
108	0.0108322568337549	0.0124003919405433	0.0265822401698782	0.0725560017940067	-0.0156739811912225
109	-0.0107310252761611	-0.00787396344525427	-0.0209617703625977	-0.00973761505403444	-0.0191082802547771
110	-0.00423086723268479	-0.00352737275717365	-0.0300168193302623	0.0897019769467192	0.00811688311688309
111	-0.0513033074552049	-0.0584071386293738	-0.0642717329523755	-0.0509341117734284	0.00966183574879221
112	0.0181529367115107	0.0131578396546881	0.0395467741842838	-0.0386085752552322	-0.062200956937799
113	0.0036812682536093	0.00834892725670676	0.0120795322463362	0.0594687847489521	-0.0136054421768708
114	0.0145002374640703	0.0193191914187424	0.02258634310629	-0.00885053013398782	-0.0137931034482759
115	0.00387573137894781	-0.00361014524452859	-0.0164574298580792	0.00983580100994269	-0.00174825174825171
116	-0.00585989928224999	0.000905852251178988	-0.00858646806491675	0.0122707678816003	0.00350262697022775
117	-0.00400636468255092	-0.00452488729236076	-0.026204767029092	-0.00304799981405642	-0.0296684118673649
118	0.0120982623725457	0.00636365535490241	0.000684224852706925	-0.00657405857737235	-0.0251798561151079
119	0.00444646183429786	0.00361322341740414	-0.00569735334488142	0.00750264007062745	-0.0166051660516605
120	-0.0234831190776555	-0.0252024164229286	-0.0258997182026432	-0.0408572983959956	-0.0581613508442778
121	0.0139411907238824	0.0110803523473715	0.0138824576571393	0.0261539316870889	0.00597609561752993
122	-0.014438634571602	-0.0237443499015933	-0.0181016664920019	-0.026613121090758	0
123	0.00610559895754997	0.0140318075516609	0.0196170822988892	0.0516910679110077	-0.00396039603960388
124	0.00189931547464348	0.0166052432419915	0.00788130330731057	0.0698073579483668	0.0238568588469185
125	0.00101710256162105	0.00544460975366882	0.0250690229720338	0.0368768060063306	0
126	0.0108545814062164	0.00451263587381058	-0.00403863945835563	0.0795173423255304	-0.00194174757281566
127	0.0163887215979964	0.0170709266263672	-0.00292861385328317	0.134793968833129	-0.0252918287937743
128	-0.0157498406558399	-0.0106006368788233	-0.0237234422372979	0.0133276034453841	0.00199600798403189
129	0.0102924239382817	0.00803566078113968	-0.00161994257751055	-0.0172535012835916	0.00996015936254994
130	-0.0102628165899692	-0.00442869859815256	-0.00834495262896464	0.0207924309015513	0
131	0.0106888391319483	0.0106761761347057	0.00490889104533258	0.107847800636076	-0.0729783037475345
132	-0.00790933015895958	-0.0105633994218963	-0.00860673871678571	-0.0308095886306514	0.0446808510638298
133	0.015185528524963	0.0133451976525939	0.00633509446603881	0.0131858381474887	0.00407331975560073
134	0.00981283646042442	0.00877963250397993	0.0146887126839483	0.0192576848920929	-0.026369168356998
135	-0.00585118783206305	-0.0034813238087519	-0.0151653263382907	-0.0293465278924008	0.0104166666666666
136	0.00515544869687725	0.00349348576391736	0.0137656601038828	0.000133303127997816	-0.0288659793814432
137	0.00615188044530561	0.0095735964222909	-0.0179516883857014	0.0947203136067812	0.0127388535031846
138	0.00213629860264685	0.000862034133514801	0.00585891463117949	-0.0454291196817569	-0.0125786163522012
139	0.00245514771697194	0.00602939046655279	0.0200373507226084	0.0152835001079169	0.040339702760085
140	-0.00824203913997953	-0.0128426393167396	-0.005938861204208	-0.0497760792381974	-0.0816326530612246
141	-0.00675800001449585	-0.00693840528971861	-0.00758267492304377	-0.0634934904237449	0.0244444444444445
142	0.0141140705753527	0.00786038717448498	0.00764061119394079	0.0865208875057351	-0.03470715835141
143	-0.00242244566405646	-0.00693247955445733	0.0215992457570424	-0.0409911940345365	-0.0224719101123597
144	0.00687278031930509	0.0130890068542914	0.0186685087564077	0.015320073074385	-0.0344827586206895
145	-0.0119707622098473	-0.00344534106862427	-0.000662379500828502	-0.00775128266025023	0
146	-0.024497738467509	0.0077787743386366	0.000883727912255436	-0.0381379993611116	0.0642857142857142
147	0.0228685455164161	0.00771873206373259	-0.0123619442978297	0.0379098929824738	0.0402684563758391
148	0.00201637154883995	0.00340420392002524	0.016092923048315	0.00134678114478112	0.064516129032258
149	0.00322556365890818	0.00593716707113268	-0.0046194075383943	-0.00133152659041401	-0.0242424242424243
150	0.00166654152793315	0.00674534687404509	0.00243094706099053	0.00307062196516275	-0.0538302277432712
151	-0.00384300966084728	0	0.0147706660223978	-0.0247519212505498	0.12691466083151
152	0.00252757351913616	0.00167514398497572	0.00456238221371287	-0.0235009161773764	-0.0213592233009709
153	0.00480634467829922	-0.00836128964545029	-0.0138409462040578	-0.0311440335781258	0.0198412698412698
154	0.0247237485302561	0.0151771371603085	0.00789476453224861	0.131236425545616	-0.0544747081712061
155	-0.00601393067897158	-0.000830531264230394	-0.0154482170409975	0.0426046983792315	0.0185185185185185
156	-0.00600709595773666	-0.00083122161977297	0.00110490399894535	0.0183281486121598	-0.0303030303030304
157	0.00824628324800987	0.0041596498385189	0.00883010862247727	0.112030560256075	-0.0625
158	0.00103486145681349	0.0033140357052666	-0.00612700552910915	0.0280283940539963	0.031111111111111
159	-0.00469533246440663	-0.00495455013194716	-0.0182738623972131	-0.00453609791937886	0.00431034482758631
160	-0.00194768534477974	0.0041493779419466	0.0125589650063011	0.0656364375171508	-0.0064377682403434
161	-0.00744427888352677	0.00330573520335667	-0.00110750974631003	0.0240530041815714	-0.038876889848812
162	0.0114905189093436	0.00988469674399806	0.0101996063558159	-0.0174538433669897	-0.049438202247191
163	0.00325390006982315	0.00326267614582766	0.00285333830341928	0.00453778924176145	0.0189125295508272
164	0.00667332771610637	0.0113820653769402	-0.0122565369660051	0.0641661907147741	-0.0533642691415312
165	-0.00903835017670121	0.00241155960161206	0.0159539674537469	0.0397460416055441	0.0269607843137256
166	0.00581210111146899	0.00641538165420194	0.0054525600278628	-0.0113232987158012	-0.0334128878281624
167	-0.00500605544234611	0	-0.0104121468603576	0.125689018884574	0.034567901234568
168	-0.00460009137670248	0.00717142882493821	0.000438444360567436	-0.0466969390614894	-0.00715990453460626
169	0.0162899725926941	0.0142404109080538	0.0177475221635561	-0.058267537520704	-0.0168269230769231
170	-0.0228638913106888	-0.0358814087720515	-0.0111948015460993	-0.0902384948726837	0.00244498777506107
171	0.00225410835351345	-0.00889964463503248	-0.00130641081498147	0.027813285012285	0.0121951219512197
172	-0.0120866628125681	-0.0293877244755595	-0.0132983885822921	-0.210628261918154	-0.0795180722891567
173	0.0185060611377308	0.0210259882641885	0.00640738902864094	0.109233545268471	-0.0104712041884817
174	-0.0103971667676928	-0.017298156762263	-0.0118550899716088	0.0138145599372463	-0.00793650793650789
175	0.00868488901351012	0	-0.00688736426309103	0.00371628430781811	-0.016
176	0.00638532287490676	0.0142498088660689	0.0263982256718673	0.125831707110346	0.0433604336043361
177	0.00515338587507688	0.00661155406867794	0.00675676248207026	0.0718269275991007	-0.0103896103896104
178	-0.00219932397958364	-0.00492615873316667	0.00649495350927599	-0.0177872639232643	0.031496062992126
179	0.00347801319925015	-0.00907587554569311	-0.0163476899711961	-0.0414931559785142	-0.0432569974554708
180	-0.00914260348360836	-0.00999160735326329	-0.0231795086563503	0.0442103802505081	0.00797872340425539
181	-0.0232042871497218	-0.0109336262816382	-0.0322363993919085	0.0163745812467432	-0.0237467018469657
182	0.00109045635045408	0.0102041000785315	0.0104095514880093	-0.0559870116384317	0
183	-0.00918565210096834	-0.0244108109913666	-0.0305982059879551	-0.10341094421064	-0.027027027027027
184	0.000831971997937622	0.00345128649818016	0.00452271556124763	0.0195341894337282	-0.0444444444444445
185	0.00240489840723847	0.0163370088099675	0.0210900869084844	0.0504138491097639	0
186	0.0157568829502308	0.0160744868201455	0.0255278352987565	0.0340256693084468	0.101744186046512
187	-0.00116631893581866	-0.00416319782682955	-0.0110884008455734	-0.00505699178375152	0.00527704485488127
188	-0.00169329396911973	0.00836120500416225	0.000915360147416504	0.0237191944877125	0.0288713910761155
189	0.00358222536977473	0.00663348316245918	0.0260631869742218	0.0446376391077681	-0.00510204081632654
190	-0.00231639736457227	-0.0107083867283682	0.0191621455950897	-0.0737906276884093	-0.0538461538461538
191	0.0156542165908145	0.0183180872958323	0.00612152394479829	0.0255125324677785	-0.016260162601626
192	-0.00980561210331522	-0.0139002632336535	-0.00412862411706162	-0.0274853932352889	0
193	0.00733265381985434	0.0174129877333402	0.000654580086188138	0.0273442598657257	0.0578512396694215
194	0.00576570987019234	0.00814987728528714	0.0180985121851282	0.0014578533211715	0.0260416666666667
195	0.00637763912532127	0.00889245038638407	-0.00492611972587667	0.0189706676215753	-0.0152284263959391
196	0.00740523202681667	0.016826893633893	0.0047353155429313	0.019124396313364	0.00773195876288666
197	-0.0106021144836243	-0.00551609177861574	-0.0188518180901185	0.00983496748365276	-0.0281329923273658
198	-7.14557381126231e-05	-0.00633912908787274	-0.012663660531288	0.0327997183405313	-0.0131578947368421
199	-0.0134600009343659	-0.00239232866131625	0.0039805054935366	-0.0269238745351973	0.024
200	0.00528648641289898	0	-0.00991187679142863	-0.0205177149737378	0.0130208333333334
201	-0.00560456164705403	-0.0159872120429747	-0.0173526990184489	-0.0201060471231181	0.0282776349614396
202	0.00694024369056474	0.00406173889166805	0.00792400365069926	-0.0206345548551615	-0.025
203	-0.00434545582192229	-0.0024272502659975	-0.00247084188392528	0.001659034452012	-0.0179487179487179
204	-0.000231285044279	0.00486623018842666	0.00855669077904615	0.00745313715739858	-0.00783289817232382
205	0.0060855785568802	0.00403551303763546	0.00491171327726442	-0.0121186591768996	0.00263157894736848
206	-0.0174566320965702	-0.0184887321128762	-0.0168850064180123	-0.000832099459951764	0.0341207349081365
207	-0.00840818866071648	-0.00245698616053932	-0.0185311640989901	0.0104691967509024	-0.0685279187817259
208	-0.0278862932831687	-0.0353037635816152	-0.024867602151459	-0.0439389759526534	-0.00544959128065396
209	0.00470273080399038	0.0119149291051465	0.0122786273478519	0.0118467024538538	0.0465753424657534
210	-0.0078363881368863	-0.0134568232017646	-0.00583156327466584	-0.0554730149238109	0.0261780104712042
211	0.0138789257282826	0.0119352456525693	0.0265133494109499	0.0321358641139502	-0.0408163265306123
212	0.0277832285476131	0.0185342248141448	0.0240000128064286	0.0584004979051584	-0.0186170212765957
213	0.00994537368133817	0.0231595367489785	-0.00245539920367182	-0.00688837707320185	0.0487804878048781
214	0.0232521172598915	0.0202101889107636	0.00268522503014288	0.0406432242693822	0.00258397932816532
215	0.00320786036741053	0	-0.0109350691676116	-0.0185806205901127	-0.0154639175257732
216	0.0263417283591846	0.00950873373917175	0.0489621327212539	-0.0202116566053265	0.0157068062827225
217	0.00741148999509903	-0.00156979534496397	0.0236609917949222	-0.0258748154138819	0.0438144329896907
218	0.00792921620385849	0.00786155613655479	0.000210060030588178	0.0164977586691353	-0.0271604938271605
219	-0.013841256950356	-0.00936031257474368	-0.01575628993293	-0.0128736723218939	0.0532994923857869
220	0.0131856117298132	0.0133857640710859	0.0268944622082479	-0.00791725743352304	0.00240963855421682
221	0.00895575458172269	0.01087804388076	0.0170442090719632	-0.00100368176254594	0.0528846153846153
222	0.000509540717911037	-0.00307451168112906	0.00102182698699026	0.0821387177547964	0.0273972602739726
223	-0.00439570969564974	-0.0100231153165196	-0.0251122708966026	0.101967871038967	0.00666666666666672
224	0.00608412529131416	0.0046727870408585	0.00397904261629866	0.0259534226752808	0.00883002207505519
225	0.00240822512464432	-0.00697669819684849	-0.000625769852959317	-0.0193482568807075	-0.0240700218818381
226	-0.00230899739722923	0.00624510588515507	0.00187850624379968	0.0658483118966619	-0.0134529147982062
227	0.014929524505688	0.0162916696247997	0.0089584311110036	0.0642522382716369	0.0363636363636362
228	-0.00048761729627281	-0.000763327986379757	-0.00309738085429698	0.0335265850991521	-0.050438596491228
229	0.0046814121589492	0.00305579907359349	-0.00745650369341627	0.0204878222996515	0.0046189376443417
230	-0.0160136547525406	-0.00456973442018248	-0.0125208327526159	-0.0310025158596948	0.0114942528735634
231	0.0194223979739505	0.0114766657163193	0.013102280610544	0.0302326193192087	0.0227272727272726
232	-0.000667226630281758	0.00151287482743067	-0.00542342341503087	-0.0272590511105572	0
233	-0.000392930852410159	0	0.0102768337703505	0.0431770994299783	-0.02
234	0.00671996870853353	0.00925147182506298	0.0176458467306993	0.0095385300352344	-0.00226757369614508
235	-0.00316190421400723	-0.000757575757575741	-0.00958796127006549	0.0713141586019488	0.00681818181818167
236	0	0.00303260045489014	-0.00370754930679313	0.0126526970728513	-0.0383747178329571
237	0.00264986883219056	-0.0098261526832956	-0.00537508458702322	-0.0698590888328685	-0.0211267605633803
238	0.000598817930333233	0	-0.00665148150862692	0.0373710093756953	-0.00719424460431661
239	-0.00167833469707504	-0.00152671755725188	-0.00125555285752015	-0.0272378152508257	-0.0193236714975846
240	0	-0.00305810397553524	-0.00401430955442922	0.0489188797999783	0
241	0.00963115742021754	0.0130368098159511	0.0239711738173361	-0.0102840079789504	0.00492610837438435
242	0.00458238120913083	0.00151400454201359	0	-0.0165495144097907	0
243	0.00688732781469892	0.00680272108843536	0.00849385036576033	0.0531978144998052	-0.00245098039215681
244	-0.00317885699348218	-0.00225225225225234	-0.0230073663186977	0.0596127070731743	-0.0147420147420149
245	-0.013053258286942	-0.00376222723852513	-0.00546682241254133	-0.0649496618705035	-0.0124688279301745
246	-0.0018445467263759	-0.00151057401812686	0.00824522414432937	-0.0146492447907838	0
247	0.0106945474169901	0	-0.00587119188762063	0.00880774707528941	-0.00757575757575753
248	-0.0013485658494436	0.00378214826021172	0.00759334470278248	0.0244435439005402	-0.00508905852417303
249	0.00820646122414091	0.0082893745290129	0.00837338511067321	0.00290128283538744	0.030690537084399
250	0.00816551213869125	-0.0022421524663678	-0.00934187986469617	0.00346545524728273	0.00496277915632744
251	0.00181402181966837	0.000749063670411969	0.00440067822477885	0.0432289365190008	0.0469135802469137
252	-0.00636317282232026	0.00673652694610777	0.0100146039570435	0.01567395944825	-0.0353773584905661
253	0.00281055178477059	-0.0148698884758364	-0.0344970119792155	0.0341519939640114	0.00977995110024451
254	0.00767851302378436	0.00679245283018867	-0.00106976272943464	0.00731732580628621	0.108958837772397
255	0.012141237290862	0.00449775112443782	0.00706795628940059	0.0283903027109609	-0.0698689956331878
256	-0.000313704581330402	0.0156716417910447	-0.00404083950584519	0.0794465456611696	-0.00704225352112661
257	0.00843473807118622	0.00587803085966202	0.00854146071433151	0.0784030730416004	0.00945626477541351
258	-0.0126084409940271	-0.00657414170927683	-0.0143976033672845	-0.0782141501735381	0.00234192037470742
259	0.00395808637443379	0.000735294117647043	0.00472614215732767	0.0471529480216646	0.0373831775700935
260	-0.00232279904284557	0.00220426157237334	0.0149668343751116	0.00585087938912487	0.0135135135135134
261	0.00932552637209118	-0.00439882697947218	0.00758374716921674	-0.0110134166235909	0.0111111111111111
262	-0.0177057113855003	-0.00662739322533136	0.0110808624536604	-0.0222958899408284	-0.0153846153846153
263	0.00817472719185986	0.00815418828762042	-0.00516955192069037	0.02225962961292	-0.00446428571428582
264	0.00654708871136749	0.0139705882352941	0.0197464441672308	0.00698599737591853	0.00224215246636767
265	0.00170121585109565	0	-0.00611498648780117	-0.00642015629720513	0.00894854586129755
266	-0.00387119121200808	-0.00290065264684548	0.00246110577049418	0.00195271543985972	0.0243902439024391
267	-0.00132877026433892	0.00363636363636369	0.00490994187815202	0.0403476948818679	0.0281385281385281
268	0.00359002807303135	-0.00217391304347834	0.00814333552411506	0.0025999534868295	0.0105263157894736
269	-0.0235771741179676	-0.0261437908496732	-0.0151453868438533	-0.0214361542099036	-0.0374999999999999
270	0.00757056279842265	0.011185682326622	0.00533108548539699	-0.0332461360137541	0.361471861471861
271	-0.0220707898207584	-0.0191740412979351	-0.0114215645198049	-0.0501537703351284	-0.254372019077901
272	0.0145606218034483	0.0165413533834586	0.0187745463193652	0.0583216353618294	-0.02771855010661
273	0.00948229101124691	0.0147928994082841	0.00425265960146428	0.0392707637186287	-0.00657894736842091
274	0.00355418892554174	0	-0.000806597304697279	-0.0207380658076254	0.0242825607064016
275	-0.00207429805399171	0.0116618075801749	0.00645814993472088	-0.00549908386549725	-0.00862068965517242
276	0.00722468783083102	0.00432276657060509	0.00481255257766114	0.00263531338763168	0.0717391304347826
277	0.00558730756849568	0.00717360114777616	0.00538813797378811	0.0131302620919297	0.0202839756592293
278	0.00683264888836697	-0.000712250712250697	0.0047637547327087	-0.0161682162503297	0.029821073558648
279	-0.00146668984952408	0	0.00829713019586928	-0.0525510487178641	0.0405405405405405
280	0.00529018665974463	0.0021382751247328	0.00352668002259018	0.00849875244217184	-0.0556586270871985
281	0.00565854413530938	0.00497866287339974	-0.00117148115434514	0.00549493895025421	-0.0275049115913555
282	0.00590982509345204	-0.000707714083510372	-0.00860038677699488	-0.0243836986251023	0.111111111111111
283	-0.00587510425489979	-0.00070821529745041	-0.000394402747337086	0.00242401983157497	-0.049090909090909
284	-0.00523273817738551	-0.00425230333097085	-0.00690333206968784	-0.0134937275902407	-0.0630975143403442
285	0.00236403248626849	-0.00142348754448408	0.00556109544828712	-0.00772183311919382	0.0142857142857142
286	-0.00242015903983405	-0.0106913756236635	0.00928300230422583	-0.0854985140483581	0.0503018108651912
287	-0.000866443856090649	0.000720461095100849	0.0113502814003374	-0.0219173869839049	-0.0268199233716474
